brand,milage,fuel_type,transmission,accident,clean_title,price,Age,price_category,Horsepower,Engine_Displacement,base_model
27,107818.0,3,1,1,1,11400.0,13,0,204.0,2.5,314
26,79500.0,3,1,0,1,19000.0,8,0,240.0,2.0,308
27,37000.0,3,1,0,1,63997.0,6,2,471.0,5.0,316
24,11945.0,2,1,0,0,38998.0,2,1,332.2838386995936,0.0,291
15,131800.0,3,1,1,1,5800.0,19,0,295.0,5.3,216
27,146000.0,3,1,0,1,8995.0,16,0,272.0,3.5,310
39,29000.0,3,2,0,1,29000.0,14,1,350.0,3.7,406
11,141209.0,3,1,0,1,5700.0,20,0,345.0,5.7,168
14,85253.0,3,1,0,1,19995.0,8,0,365.0,3.5,192
20,87009.0,3,1,0,1,17800.0,9,0,325.0,3.7,266
4,4348.0,3,1,0,0,105900.0,1,2,332.2838386995936,4.4,87
28,158000.0,3,1,0,1,19780.0,8,0,380.0,3.5,334
55,10500.0,3,1,0,1,36000.0,4,1,250.0,2.0,519
3,45843.0,3,1,0,1,37000.0,6,1,340.0,3.0,18
14,15198.0,3,1,0,1,31621.0,3,1,332.2838386995936,1.5,183
26,30424.0,4,1,0,0,44998.0,4,1,332.2838386995936,2.0,308
44,38012.0,3,1,0,1,45277.0,3,1,332.2838386995936,5.7,444
4,11078.0,3,1,0,0,91900.0,3,2,332.2838386995936,6.6,80
27,50000.0,3,1,0,1,65000.0,6,2,383.0,5.7,318
26,58000.0,3,1,0,1,38000.0,5,1,247.0,2.0,308
0,3415.0,3,3,0,0,54998.0,1,2,332.2838386995936,3.5,2
27,61000.0,3,1,0,1,65000.0,6,2,471.0,5.0,316
3,48500.0,3,1,1,1,43500.0,5,1,349.0,3.0,33
26,65680.0,3,1,1,1,34900.0,6,1,247.0,2.0,308
44,44362.0,3,1,0,1,50658.0,4,2,332.2838386995936,5.7,444
3,18603.0,3,1,0,0,42900.0,5,1,332.2838386995936,3.0,28
3,35999.0,4,1,0,0,59598.0,4,2,332.2838386995936,4.0,19
8,8044.0,3,1,0,1,93000.0,3,2,420.0,6.2,119
4,112000.0,3,1,1,1,28000.0,15,1,420.0,4.0,73
17,167300.0,3,1,0,1,6250.0,15,0,190.0,2.4,225
46,115.0,3,1,0,1,449995.0,2,2,332.2838386995936,6.7,450
8,71000.0,3,1,1,1,35999.0,9,1,420.0,6.2,119
0,31015.0,3,1,0,1,36570.0,4,1,332.2838386995936,2.0,4
4,33000.0,3,1,0,1,29999.0,2,1,228.0,2.0,84
10,63000.0,7,1,0,1,20000.0,7,1,332.2838386995936,0.0,156
7,68325.0,1,1,0,1,11995.0,11,0,180.0,2.4,108
36,20937.0,3,1,0,0,104900.0,4,2,332.2838386995936,4.0,368
44,34365.0,3,1,1,1,48000.0,3,1,410.0,6.4,445
36,32000.0,3,1,0,1,44900.0,6,1,208.0,2.0,388
26,40237.0,3,1,0,0,36998.0,4,1,332.2838386995936,2.0,308
55,22500.0,3,1,0,1,50000.0,4,1,316.0,2.0,523
14,58700.0,3,1,1,1,48999.0,4,1,375.0,3.5,192
14,195.0,3,1,0,1,87500.0,1,2,310.0,3.5,210
9,120000.0,0,1,0,1,19500.0,8,0,260.0,6.6,138
9,14676.0,2,1,0,1,33000.0,2,1,200.0,0.0,131
22,33704.0,4,1,0,0,42998.0,3,1,332.2838386995936,2.0,289
4,2950.0,4,1,0,1,87000.0,1,2,375.0,3.0,89
36,17994.0,3,1,0,1,87500.0,3,2,332.2838386995936,3.0,368
53,44101.0,3,1,0,1,45423.0,4,1,332.2838386995936,5.7,491
4,25918.0,3,1,0,1,32000.0,3,1,228.0,2.0,83
4,87000.0,3,1,0,1,15300.0,16,0,300.0,3.0,41
34,28333.0,3,1,0,1,20500.0,6,1,184.0,2.5,359
3,29294.0,3,1,0,1,39999.0,6,1,340.0,3.0,18
48,37000.0,3,1,0,1,14995.0,16,0,260.0,2.0,455
4,138000.0,3,1,0,1,9950.0,19,0,184.0,2.5,91
55,44487.0,5,1,0,1,65000.0,4,2,400.0,2.0,523
0,16878.0,3,1,0,1,38781.0,3,1,332.2838386995936,2.0,9
0,30177.0,3,3,0,0,46598.0,2,1,332.2838386995936,3.5,2
9,53000.0,3,1,1,1,67100.0,3,2,420.0,6.2,147
52,61308.0,2,1,0,1,42000.0,3,1,425.0,0.0,470
36,99200.0,3,1,0,0,11495.0,11,0,302.0,3.5,384
9,32117.0,3,1,0,0,33299.0,2,1,332.2838386995936,3.6,149
4,79341.0,3,1,0,1,16800.0,11,0,445.0,4.4,62
4,16900.0,3,1,0,1,43000.0,3,1,255.0,2.0,53
43,75137.0,3,2,1,1,24999.0,17,1,245.0,2.7,440
14,37594.0,3,1,0,1,62595.0,3,2,332.2838386995936,3.5,192
36,12771.0,3,1,0,0,42598.0,3,1,332.2838386995936,2.0,382
52,69548.0,2,1,1,1,36300.0,3,1,425.0,0.0,470
39,79893.0,3,1,0,1,15900.0,15,0,332.0,3.7,406
53,124838.0,3,1,0,1,33000.0,10,1,381.0,5.7,487
39,14353.0,3,1,0,1,63900.0,4,2,375.0,5.6,417
14,22985.0,3,1,0,1,33500.0,2,1,169.0,2.5,208
20,161894.0,3,1,0,1,18900.0,10,0,400.0,5.6,267
2,25025.0,3,1,1,1,39000.0,16,1,380.0,4.3,13
43,16701.0,3,3,0,0,107998.0,7,2,332.2838386995936,3.0,436
29,19650.0,3,2,0,1,69250.0,7,2,400.0,3.5,337
26,29500.0,3,1,0,1,45000.0,4,1,247.0,2.0,308
39,132272.0,3,2,1,1,6700.0,17,0,261.0,4.0,426
11,122000.0,3,1,1,1,13500.0,12,0,370.0,5.7,162
7,18185.0,3,3,0,0,31755.0,2,1,332.2838386995936,1.3,101
39,56450.0,2,1,1,1,13999.0,6,0,147.0,0.0,414
22,18428.0,3,1,0,0,83998.0,2,2,332.2838386995936,6.4,283
39,535.0,3,2,0,1,65990.0,1,2,400.0,3.0,427
26,81648.0,3,1,0,0,15900.0,11,0,332.2838386995936,0.0,308
8,36500.0,3,1,0,1,85000.0,3,2,420.0,6.2,119
3,42650.0,3,1,0,1,31990.0,6,1,220.0,2.0,36
22,68816.0,3,1,0,1,35297.0,4,1,332.2838386995936,2.0,289
3,91188.0,3,1,0,1,29995.0,8,1,450.0,4.0,30
15,116210.0,1,3,0,1,31900.0,9,1,360.0,6.0,216
52,3077.0,2,1,0,0,44998.0,2,1,332.2838386995936,0.0,470
34,3880.0,3,1,0,1,52991.0,0,2,332.2838386995936,2.5,357
14,67482.0,5,3,1,1,11499.0,7,0,188.0,2.0,184
8,67726.0,3,1,0,1,52000.0,6,2,420.0,6.2,119
19,35550.0,3,1,1,1,25987.0,3,1,332.2838386995936,2.5,248
36,11249.0,3,1,0,1,54500.0,9,2,429.0,4.7,391
0,111650.0,3,1,1,1,17500.0,10,0,290.0,3.5,2
44,18526.0,0,1,0,0,67999.0,5,2,332.2838386995936,6.7,445
3,103272.0,3,1,0,1,15500.0,12,0,310.0,3.0,18
4,1160.0,3,2,0,1,73600.0,1,2,453.0,3.0,70
44,107714.0,3,1,0,1,34918.0,5,1,332.2838386995936,5.7,444
3,111773.0,3,1,0,1,17000.0,11,0,211.0,2.0,22
8,54002.0,3,1,1,1,22500.0,5,1,304.0,3.6,127
54,87000.0,3,1,1,1,13000.0,8,0,150.0,1.4,504
14,49700.0,3,2,0,1,31700.0,8,1,350.0,2.3,199
14,31729.0,3,1,1,1,29614.0,3,1,332.2838386995936,1.5,183
22,7388.0,3,1,0,1,43663.0,3,1,332.2838386995936,3.6,282
4,41550.0,5,1,0,1,20995.0,7,1,247.0,2.0,49
36,44486.0,3,1,0,0,25625.0,6,1,332.2838386995936,2.0,382
0,20750.0,3,1,0,1,33000.0,11,1,300.0,3.7,2
16,12000.0,3,1,0,1,41000.0,2,1,365.0,3.3,220
27,14206.0,3,1,0,1,98000.0,3,2,383.0,5.7,318
22,31700.0,3,1,0,1,43500.0,2,1,293.0,3.6,283
19,13044.0,5,1,1,1,24999.0,2,1,139.0,1.6,245
24,100730.0,3,1,0,1,6975.0,15,0,173.0,2.7,300
4,5338.0,5,1,0,1,76500.0,1,2,389.0,3.0,87
14,85149.0,3,1,0,0,23598.0,10,1,332.2838386995936,5.4,192
28,125000.0,3,1,0,1,26500.0,8,1,380.0,3.5,334
36,13777.0,3,1,1,1,39777.0,2,1,221.0,2.0,379
44,14920.0,3,1,0,1,41741.0,2,1,332.2838386995936,3.6,444
22,14627.0,3,1,0,0,56740.0,2,2,332.2838386995936,3.6,283
55,90050.0,3,1,0,1,5800.0,14,0,235.0,3.2,517
50,45000.0,3,2,1,1,25000.0,10,1,200.0,2.0,461
18,89900.0,3,1,0,1,29994.0,18,1,325.0,6.0,239
3,14724.0,4,1,0,0,101998.0,3,2,332.2838386995936,4.0,26
14,132000.0,3,1,1,1,10999.0,13,0,305.0,3.7,189
15,32652.0,3,1,0,1,6500.0,14,0,182.0,2.4,218
22,11164.0,3,1,0,1,37500.0,2,1,293.0,3.6,283
4,22655.0,3,1,0,1,63999.0,4,2,425.0,3.0,75
9,10300.0,3,2,0,1,29900.0,3,1,335.0,3.6,132
36,138000.0,3,1,1,1,10000.0,17,0,382.0,5.5,371
44,24058.0,3,1,0,0,81900.0,2,2,332.2838386995936,6.2,444
43,19701.0,3,1,0,0,55998.0,4,2,332.2838386995936,3.0,441
16,10200.0,3,1,0,1,50500.0,2,2,375.0,3.5,223
2,62378.0,3,2,1,1,33995.0,16,1,380.0,4.3,13
39,84200.0,3,2,0,1,10200.0,18,0,300.0,3.5,405
53,138700.0,1,1,1,1,18800.0,11,0,381.0,5.7,487
9,41050.0,3,1,0,1,62900.0,3,2,355.0,5.3,147
22,39192.0,3,1,0,0,24590.0,4,1,332.2838386995936,2.4,281
4,7758.0,3,1,0,0,47998.0,2,1,332.2838386995936,2.0,53
14,31654.0,3,1,0,0,33410.0,3,1,332.2838386995936,1.5,183
36,63000.0,3,1,1,1,42000.0,7,1,469.0,4.0,368
36,57000.0,3,1,1,1,29500.0,7,1,302.0,3.5,383
9,89000.0,3,1,0,1,29999.0,7,1,355.0,5.3,144
9,134500.0,3,1,0,1,28000.0,9,1,355.0,5.3,147
0,15895.0,3,1,0,0,47950.0,2,1,332.2838386995936,3.5,2
5,15109.0,3,1,0,0,162950.0,4,2,332.2838386995936,6.0,95
46,398.0,3,1,0,1,695000.0,2,2,332.2838386995936,6.7,450
16,20319.0,3,1,0,1,44249.0,2,1,300.0,2.5,223
27,40906.0,3,1,0,0,51998.0,3,2,332.2838386995936,4.6,312
4,33749.0,3,1,0,0,85998.0,4,2,332.2838386995936,4.4,69
22,26088.0,3,1,0,0,38383.0,3,1,332.2838386995936,3.6,283
24,14950.0,3,1,1,1,24000.0,2,1,147.0,2.0,292
24,47466.0,3,1,0,0,14699.0,6,0,332.2838386995936,0.0,292
4,10376.0,3,1,0,0,98900.0,2,2,332.2838386995936,4.4,88
44,18500.0,3,1,0,1,41950.0,3,1,280.0,3.6,447
54,24596.0,3,1,0,0,38322.0,3,1,332.2838386995936,3.6,496
19,2905.0,3,1,0,0,27599.0,3,1,332.2838386995936,2.5,248
21,71290.0,3,1,1,1,21000.0,9,1,340.0,3.0,272
3,15000.0,4,1,0,1,63000.0,2,2,335.0,3.0,18
20,37900.0,3,1,0,1,22000.0,7,1,208.0,2.0,263
36,32500.0,3,1,0,1,43500.0,5,1,385.0,3.0,368
22,77634.0,3,1,0,0,24590.0,11,1,332.2838386995936,3.6,289
3,83000.0,0,1,1,1,18999.0,9,0,150.0,2.0,14
4,65852.0,3,1,0,0,68998.0,4,2,332.2838386995936,4.4,69
5,1335.0,3,1,0,1,272950.0,1,2,332.2838386995936,4.0,95
36,83315.0,3,1,0,1,15000.0,10,0,208.0,2.0,370
4,18421.0,5,1,0,0,85000.0,5,2,369.0,1.5,93
27,101000.0,4,1,1,1,16500.0,9,0,134.0,1.8,309
53,29322.0,3,1,0,0,44999.0,2,1,332.2838386995936,3.4,491
36,23900.0,3,1,0,1,35999.0,5,1,241.0,2.0,392
36,40515.0,3,1,1,0,47999.0,8,1,332.2838386995936,4.0,368
14,67516.0,3,1,0,1,36994.0,4,1,332.2838386995936,3.5,194
34,155000.0,3,1,0,1,8300.0,14,0,273.0,3.7,356
17,26998.0,3,1,0,0,35557.0,5,1,332.2838386995936,3.5,237
31,137600.0,3,2,0,1,6880.0,15,0,172.0,1.6,341
39,125500.0,3,3,0,1,3950.0,19,0,245.0,3.5,416
39,137483.0,3,3,0,1,3200.0,13,0,188.0,1.6,412
14,67500.0,3,1,0,1,40500.0,5,1,375.0,3.5,192
14,52000.0,3,1,1,1,53722.0,4,2,375.0,3.5,192
9,195361.0,3,3,1,1,26000.0,7,1,355.0,5.3,146
16,11000.0,3,1,1,1,48950.0,2,1,300.0,2.5,223
9,92530.0,1,1,1,1,18500.0,13,0,320.0,5.3,147
11,34845.0,3,1,1,1,30000.0,7,1,295.0,3.6,165
43,16280.0,3,1,0,1,85500.0,6,2,365.0,2.5,435
43,77000.0,3,1,0,1,32000.0,13,1,265.0,2.9,440
43,63000.0,3,1,1,1,38500.0,14,1,500.0,4.8,442
27,39700.0,3,1,0,1,25500.0,8,1,268.0,3.5,310
24,103111.0,4,1,1,1,9200.0,11,0,199.0,2.4,296
26,75897.0,3,1,0,0,35998.0,5,1,332.2838386995936,2.0,308
21,55000.0,3,1,0,1,34000.0,7,1,380.0,3.0,272
27,114000.0,3,1,1,1,13450.0,19,0,270.0,4.7,312
36,80124.0,3,1,0,1,17500.0,13,0,382.0,5.5,378
44,4285.0,3,1,0,1,65688.0,1,2,332.2838386995936,5.7,444
25,17175.0,3,1,0,0,234900.0,5,2,332.2838386995936,5.2,305
53,34049.0,4,3,0,0,37999.0,7,1,332.2838386995936,3.5,481
3,16000.0,2,1,1,1,39990.0,5,1,355.0,0.0,39
26,59355.0,3,1,0,1,72995.0,4,2,332.2838386995936,0.0,308
9,31000.0,2,1,0,1,36000.0,2,1,200.0,0.0,131
4,19300.0,3,1,0,1,36000.0,5,1,335.0,3.0,72
8,155000.0,1,1,1,1,16900.0,15,0,403.0,6.2,119
49,120010.0,3,1,1,1,6500.0,14,0,161.0,2.4,458
24,152520.0,3,1,0,1,10900.0,12,0,200.0,2.4,296
32,32000.0,3,1,1,1,2954083.0,19,2,394.0,4.2,350
16,2046.0,3,1,0,1,43499.0,1,1,252.0,2.0,220
9,24965.0,3,3,1,1,22995.0,3,1,332.2838386995936,1.2,148
53,108000.0,3,1,0,1,7850.0,19,0,160.0,2.4,475
53,76000.0,3,1,0,1,18300.0,9,0,266.0,3.5,488
43,30000.0,3,1,0,1,78500.0,10,2,400.0,3.8,436
55,59271.0,3,1,0,1,29900.0,9,1,325.0,3.0,519
27,1500.0,3,1,0,0,119500.0,1,2,409.0,3.4,318
4,52500.0,5,1,1,1,24950.0,7,1,247.0,2.0,49
52,23100.0,2,1,0,1,36495.0,4,1,425.0,0.0,470
12,45000.0,3,2,1,1,22500.0,7,1,164.0,1.4,171
53,1500.0,3,2,0,1,84900.0,1,2,382.0,3.0,489
4,38671.0,4,1,0,0,66998.0,2,2,332.2838386995936,3.0,89
22,135465.0,3,1,0,1,15750.0,17,0,205.0,3.8,289
31,79000.0,3,1,0,1,17000.0,10,0,181.0,1.6,342
39,42259.0,3,3,1,1,17000.0,12,0,290.0,3.5,415
53,159890.0,3,1,1,1,6500.0,18,0,225.0,3.3,475
32,2200.0,4,1,0,1,75000.0,1,2,325.0,2.0,347
27,15833.0,4,3,0,1,52000.0,2,2,308.0,3.5,321
4,96000.0,3,1,1,1,13500.0,11,0,240.0,2.0,47
4,72900.0,3,1,0,1,15500.0,15,0,300.0,3.0,41
4,7121.0,3,1,0,0,94998.0,3,2,332.2838386995936,4.4,89
19,3402.0,4,1,0,1,44000.0,1,1,226.0,1.6,250
55,73000.0,3,1,0,1,13900.0,11,0,227.0,2.5,512
23,21000.0,2,1,0,1,51000.0,6,2,403.0,2.0,290
4,30309.0,4,1,0,0,63598.0,3,2,332.2838386995936,3.0,89
14,24000.0,2,1,0,1,38000.0,3,1,290.0,0.0,203
4,73000.0,3,1,0,1,23999.0,8,1,320.0,3.0,65
14,26465.0,3,1,0,0,24998.0,5,1,332.2838386995936,2.0,189
54,26870.0,3,1,1,1,34645.0,4,1,332.2838386995936,2.0,495
17,184000.0,3,1,1,1,10500.0,20,0,240.0,3.5,235
4,4514.0,3,1,0,0,132998.0,2,2,332.2838386995936,4.4,89
44,1300.0,3,1,0,1,48000.0,2,1,410.0,6.4,445
22,49924.0,3,1,0,1,26500.0,6,1,293.0,3.6,283
15,36526.0,3,1,0,1,57850.0,5,2,420.0,6.2,219
0,79884.0,3,1,1,0,24840.0,7,1,332.2838386995936,3.5,2
54,30000.0,3,1,1,1,19000.0,8,0,170.0,1.8,497
14,105500.0,3,2,0,1,19000.0,12,0,412.0,5.0,203
4,31157.0,3,1,0,0,65998.0,5,2,332.2838386995936,4.4,89
24,86204.0,3,1,1,0,20708.0,5,1,332.2838386995936,3.3,299
4,80211.0,3,1,1,1,17995.0,10,0,300.0,3.0,54
2,25991.0,3,1,0,1,69995.0,14,2,420.0,4.7,13
36,73000.0,3,1,0,1,8400.0,16,0,268.0,3.5,371
4,40989.0,3,1,0,1,35000.0,6,1,320.0,3.0,65
11,102681.0,3,2,0,1,6000.0,14,0,158.0,2.0,160
0,123000.0,3,1,1,1,13888.0,14,0,300.0,3.7,11
22,160900.0,3,1,1,1,7200.0,19,0,190.0,4.0,289
4,105000.0,3,2,1,1,21900.0,13,1,414.0,4.0,73
24,1340.0,5,1,0,1,41000.0,1,1,177.0,1.6,300
14,17850.0,2,1,0,1,41999.0,3,1,266.0,0.0,203
4,72277.0,3,1,0,1,34950.0,13,1,414.0,4.0,73
22,7000.0,4,1,0,1,46000.0,1,1,285.0,3.6,289
43,10627.0,3,1,0,0,99000.0,2,2,332.2838386995936,2.9,442
14,67015.0,3,1,0,0,28590.0,4,1,332.2838386995936,2.3,193
4,19600.0,3,1,1,1,62000.0,6,2,425.0,3.0,75
14,5800.0,2,1,0,1,42500.0,2,1,346.0,0.0,203
8,99897.0,3,1,0,1,26950.0,9,1,420.0,6.2,119
36,127500.0,3,1,0,1,29000.0,10,1,429.0,4.7,391
14,23842.0,3,1,0,1,59203.0,3,2,332.2838386995936,3.5,192
14,15600.0,3,1,1,1,68995.0,2,2,315.0,2.7,183
27,22400.0,3,1,0,1,81900.0,3,2,471.0,5.0,316
27,89150.0,3,1,0,1,31900.0,9,1,360.0,4.6,317
4,15000.0,3,1,0,0,81000.0,1,2,332.2838386995936,0.0,75
3,49500.0,3,1,0,1,25000.0,6,1,220.0,2.0,14
54,85385.0,3,2,0,1,15550.0,9,0,210.0,2.0,502
8,3000.0,0,1,0,1,123999.0,1,2,277.0,3.0,119
19,66126.0,3,1,0,0,19190.0,6,0,332.2838386995936,2.0,250
53,1075.0,3,2,0,1,35000.0,1,1,228.0,2.4,480
14,2489.0,3,1,0,0,98900.0,1,2,332.2838386995936,3.0,183
19,25000.0,3,1,0,1,28500.0,3,1,191.0,2.5,248
39,92000.0,3,1,0,1,20900.0,7,1,390.0,5.6,408
27,123500.0,3,1,1,1,14500.0,16,0,263.0,4.7,312
8,105000.0,3,1,1,1,12000.0,11,0,318.0,3.6,115
3,49000.0,3,2,0,1,63000.0,16,2,420.0,4.2,25
21,28357.0,3,1,0,0,47598.0,4,1,332.2838386995936,3.0,269
9,81000.0,1,1,0,1,32000.0,6,1,285.0,4.3,144
14,45000.0,3,1,0,1,52000.0,3,2,375.0,3.5,192
53,173456.0,1,1,1,1,16000.0,13,0,381.0,5.7,487
4,13700.0,4,1,0,0,60000.0,3,2,382.0,3.0,76
3,93400.0,4,1,0,1,42500.0,5,1,335.0,3.0,19
53,90000.0,3,1,0,1,18200.0,9,0,268.0,3.5,473
43,40600.0,3,1,0,1,32000.0,7,1,252.0,2.0,441
27,20121.0,3,1,0,1,47124.0,1,1,311.0,3.5,314
36,3921.0,3,1,0,1,175000.0,4,2,332.2838386995936,2.0,388
27,187450.0,3,1,1,1,10400.0,13,0,275.0,3.5,321
53,6400.0,3,1,0,1,68000.0,3,2,382.0,3.0,489
36,54500.0,3,1,0,1,37995.0,7,1,362.0,3.0,368
4,78500.0,3,1,1,1,42000.0,7,1,445.0,4.4,88
9,75000.0,3,1,0,1,36000.0,6,1,355.0,5.3,147
14,89988.0,3,1,1,1,42500.0,10,1,411.0,6.2,194
50,107000.0,3,1,0,1,7100.0,19,0,250.0,3.0,467
1,21400.0,3,1,0,1,28500.0,5,1,280.0,2.0,12
34,83150.0,3,1,0,1,6950.0,17,0,244.0,2.3,355
14,92000.0,0,1,1,1,36500.0,6,1,250.0,3.0,194
36,15042.0,3,1,0,0,54599.0,3,2,332.2838386995936,2.0,383
3,39000.0,3,1,1,1,35000.0,7,1,333.0,3.0,18
44,67483.0,3,1,1,1,46500.0,7,1,410.0,6.4,445
52,62089.0,2,1,0,1,29975.0,9,1,329.0,0.0,470
19,30565.0,4,1,0,1,29000.0,2,1,192.0,2.0,249
3,142666.0,3,1,1,1,22000.0,8,1,450.0,4.0,19
14,166200.0,3,1,1,1,6999.0,15,0,207.0,4.0,204
20,88977.0,4,1,1,1,19977.0,9,0,354.0,3.5,259
4,114890.0,3,1,0,1,20990.0,13,1,414.0,4.0,73
36,171000.0,3,1,1,1,4750.0,15,0,268.0,3.5,374
14,90067.0,3,1,0,0,28590.0,5,1,332.2838386995936,3.5,193
9,97579.0,3,1,1,1,15000.0,10,0,323.0,3.6,132
34,52000.0,3,2,1,1,20500.0,7,1,155.0,2.0,358
22,25968.0,3,1,0,0,38405.0,3,1,332.2838386995936,3.6,283
31,41680.0,3,1,0,1,17495.0,8,0,189.0,2.0,343
4,50000.0,3,1,0,1,43000.0,5,1,335.0,3.0,87
43,21613.0,3,1,0,0,58998.0,3,2,332.2838386995936,2.0,441
3,17377.0,3,1,0,0,39998.0,2,1,332.2838386995936,2.0,20
15,30426.0,3,1,0,0,29645.0,4,1,332.2838386995936,2.5,212
3,153000.0,3,2,1,1,6500.0,19,0,250.0,2.7,38
37,56600.0,3,3,0,1,23000.0,20,1,302.0,4.6,397
19,116612.0,3,1,1,1,12700.0,9,0,311.0,3.8,244
3,72000.0,3,1,1,1,30000.0,6,1,354.0,3.0,33
3,39000.0,4,1,0,1,50000.0,5,1,335.0,3.0,19
28,149000.0,3,1,0,1,10099.0,16,0,300.0,5.4,334
4,19300.0,3,2,0,1,64000.0,6,2,425.0,3.0,75
34,27836.0,3,1,0,1,36969.0,3,1,332.2838386995936,2.5,356
9,3273.0,3,1,0,1,78999.0,1,2,490.0,6.2,135
14,74349.0,3,1,0,1,36000.0,7,1,375.0,3.5,194
14,85000.0,0,1,1,1,55000.0,5,2,450.0,6.7,195
36,46100.0,3,1,1,1,33000.0,7,1,362.0,3.0,385
19,49500.0,3,1,0,1,28000.0,5,1,185.0,2.4,248
36,31130.0,3,1,0,1,23500.0,12,1,302.0,3.5,374
14,149460.0,0,1,1,1,12240.0,16,0,350.0,6.4,195
14,48000.0,1,1,0,1,57000.0,3,2,275.0,3.5,210
36,98000.0,3,1,1,1,15500.0,11,0,248.0,3.5,369
54,18655.0,3,1,0,0,38698.0,2,1,332.2838386995936,2.0,495
9,60000.0,3,1,1,1,24950.0,18,1,325.0,8.1,146
9,169500.0,1,1,0,1,15000.0,10,0,320.0,5.3,146
38,189500.0,3,2,0,1,6000.0,16,0,162.0,2.4,398
53,91000.0,3,1,0,1,68500.0,8,2,381.0,5.7,482
16,7396.0,3,1,0,0,41299.0,2,1,332.2838386995936,2.5,221
32,8603.0,3,1,0,0,125900.0,1,2,332.2838386995936,3.0,350
3,49098.0,3,1,1,1,44900.0,10,1,450.0,4.2,26
39,21212.0,3,3,0,0,28906.0,2,1,332.2838386995936,1.5,422
43,62743.0,3,1,0,1,28600.0,14,1,400.0,4.8,442
4,24300.0,4,1,0,1,49999.0,3,1,382.0,3.0,76
8,104000.0,1,1,0,1,19500.0,14,0,403.0,6.2,119
55,46250.0,3,1,1,1,27800.0,4,1,332.2838386995936,2.0,516
34,1930.0,3,1,1,1,40655.0,1,1,332.2838386995936,2.5,356
10,61494.0,4,3,0,0,35850.0,2,1,332.2838386995936,3.6,156
22,24040.0,3,1,0,1,35273.0,4,1,332.2838386995936,2.0,289
14,81000.0,3,1,0,1,38500.0,5,1,375.0,3.5,194
26,23568.0,3,1,0,0,44998.0,2,1,332.2838386995936,2.0,308
34,78700.0,3,1,0,1,18000.0,4,0,187.0,2.5,360
24,109580.0,3,1,1,1,11900.0,9,0,192.0,2.4,296
27,178000.0,3,1,1,1,4500.0,15,0,270.0,3.5,321
38,131193.0,3,3,0,1,11970.0,8,0,332.2838386995936,2.4,402
36,106000.0,3,1,0,1,25900.0,7,1,362.0,3.0,385
3,28211.0,3,1,1,1,27500.0,5,1,184.0,2.0,14
3,91403.0,1,1,0,0,14998.0,9,0,332.2838386995936,2.0,15
36,88600.0,3,1,1,1,16800.0,8,0,208.0,2.0,370
20,84900.0,3,1,0,0,22450.0,13,1,390.0,5.0,253
24,11154.0,3,1,0,0,28998.0,3,1,332.2838386995936,1.6,293
4,45090.0,5,1,1,1,30750.0,6,1,313.0,2.0,87
24,55400.0,3,1,0,0,36500.0,4,1,291.0,3.8,302
26,141525.0,3,1,0,1,14490.0,12,0,375.0,5.0,308
21,50000.0,3,1,1,1,21900.0,17,1,420.0,4.2,278
4,29140.0,3,2,0,1,71995.0,4,2,425.0,3.0,75
4,9000.0,4,1,0,1,56900.0,2,2,382.0,3.0,74
36,5595.0,4,1,0,0,83598.0,3,2,332.2838386995936,3.0,368
44,34121.0,3,1,0,0,48190.0,2,1,332.2838386995936,5.7,444
4,36750.0,3,1,0,1,35999.0,11,1,445.0,4.4,69
36,49626.0,3,1,0,1,12000.0,17,0,228.0,3.0,369
22,45000.0,3,1,1,1,16500.0,7,0,172.0,2.4,281
53,69350.0,4,1,0,1,36000.0,5,1,306.0,3.5,481
4,8307.0,3,1,0,0,98900.0,2,2,332.2838386995936,4.4,87
4,4106.0,3,2,0,1,84645.0,1,2,332.2838386995936,3.0,73
32,57500.0,3,1,0,1,41900.0,6,1,424.0,3.0,350
0,29000.0,3,1,0,1,39650.0,3,1,272.0,2.0,4
36,61675.0,3,1,1,1,19000.0,9,0,208.0,2.0,380
36,33300.0,0,1,0,1,45000.0,3,1,188.0,3.0,395
8,62950.0,3,1,1,1,17498.0,10,0,304.0,3.6,127
9,56675.0,3,1,0,1,19750.0,9,0,323.0,3.6,132
43,92000.0,3,1,0,1,23000.0,11,1,400.0,4.8,439
11,96000.0,3,1,1,1,12000.0,19,0,340.0,5.7,167
20,33500.0,3,1,0,1,23000.0,10,1,330.0,3.7,261
53,53249.0,4,1,1,1,9250.0,17,0,147.0,2.4,475
15,119000.0,3,1,0,1,12500.0,8,0,281.0,3.6,212
28,29336.0,3,1,0,0,36999.0,3,1,332.2838386995936,2.0,325
44,86000.0,0,1,1,1,41000.0,7,1,350.0,6.7,445
44,177000.0,0,1,1,1,40500.0,10,1,385.0,6.7,446
36,93500.0,3,1,1,1,15900.0,11,0,362.0,4.6,378
0,16120.0,3,1,0,0,26599.0,2,1,332.2838386995936,2.4,0
7,147589.0,3,1,1,1,2800.0,19,0,275.0,4.2,105
8,95570.0,1,1,1,1,22000.0,11,1,403.0,6.2,119
36,45791.0,3,1,0,1,52000.0,6,2,463.0,4.0,390
20,60000.0,3,1,1,1,25950.0,8,1,400.0,5.6,267
7,50000.0,3,1,0,1,18795.0,5,0,138.0,1.4,101
36,33481.0,3,1,0,0,43999.0,5,1,332.2838386995936,3.0,385
22,107000.0,3,1,0,1,5900.0,14,0,210.0,3.7,284
