iter	Passed	Remaining
430	529	698
431	530	697
432	531	695
433	532	694
434	533	692
435	534	691
436	535	690
437	536	688
438	538	687
439	539	686
440	540	685
441	541	683
442	542	682
443	544	681
444	545	679
445	546	678
446	547	677
447	548	675
448	549	674
449	550	673
450	552	672
451	553	670
452	554	669
453	555	668
454	556	666
455	557	665
456	559	664
457	560	663
458	561	661
459	562	660
460	563	659
461	565	658
462	566	656
463	567	655
464	568	654
465	569	653
466	571	651
467	572	650
468	573	649
469	574	647
470	575	646
471	576	645
472	577	643
473	579	642
474	580	641
475	581	640
476	582	638
477	583	637
478	585	636
479	586	634
480	587	633
481	588	632
482	589	631
483	590	629
484	591	628
485	593	627
486	594	626
487	595	624
488	596	623
489	597	622
490	598	620
491	600	619
492	601	618
493	602	617
494	603	615
495	604	614
496	605	613
497	607	611
498	608	610
499	609	609
500	610	608
501	611	606
502	612	605
503	613	604
504	615	602
505	616	601
506	617	600
507	618	599
508	619	597
509	620	596
510	622	595
511	623	593
512	624	592
513	625	591
514	626	590
515	627	588
516	628	587
517	630	586
518	631	585
519	632	583
520	633	582
521	634	581
522	636	580
523	637	578
524	638	577
525	639	576
526	640	575
527	641	573
528	643	572
529	644	571
530	645	570
531	646	568
532	647	567
533	649	566
534	650	565
535	651	563
536	652	562
537	653	561
538	654	560
539	656	558
540	657	557
541	658	556
542	659	555
543	660	553
544	661	552
545	663	551
546	664	550
547	665	548
548	666	547
549	667	546
550	669	545
551	670	543
552	671	542
553	672	541
554	673	540
555	674	538
556	676	537
557	677	536
558	678	535
559	679	533
560	680	532
561	681	531
562	682	530
563	684	528
564	685	527
565	686	526
566	687	525
567	688	523
568	689	522
569	690	521
570	692	520
571	693	518
572	694	517
573	695	516
574	696	515
575	698	513
576	699	512
577	700	511
578	701	510
579	702	508
580	703	507
581	705	506
582	706	505
583	707	504
584	709	503
585	710	501
586	711	500
587	712	499
588	713	498
589	715	496
590	716	495
591	717	494
592	718	493
593	719	491
594	720	490
595	722	489
596	723	488
597	724	487
598	725	485
599	726	484
600	727	483
601	729	482
602	730	480
603	731	479
604	732	478
605	733	476
606	751	486
607	752	485
608	753	483
609	754	482
610	756	481
611	757	480
612	758	478
613	759	477
614	760	476
615	762	475
616	763	473
617	764	472
618	765	471
619	766	469
620	767	468
621	769	467
622	770	466
623	771	464
624	772	463
625	774	462
626	775	461
627	776	459
628	777	458
629	778	457
630	779	456
631	781	454
632	782	453
633	783	452
634	784	450
635	785	449
636	787	448
637	788	447
638	789	445
639	790	444
640	791	443
641	792	442
642	793	440
643	794	439
644	796	438
645	797	437
646	798	435
647	799	434
648	801	433
649	802	431
650	803	430
651	804	429
652	805	428
653	806	426
654	808	425
655	809	424
656	810	423
657	811	421
658	812	420
659	813	419
660	815	418
661	816	416
662	817	415
663	818	414
664	819	413
665	820	411
666	822	410
667	823	409
668	824	407
669	825	406
670	826	405
671	828	404
672	829	402
673	830	401
674	831	400
675	832	399
676	834	397
677	835	396
678	836	395
679	837	394
680	838	392
681	839	391
682	841	390
683	842	389
684	843	387
685	844	386
686	845	385
687	846	384
688	848	382
689	849	381
690	850	380
691	851	379
692	852	377
693	854	376
694	855	375
695	856	374
696	857	372
697	858	371
698	859	370
699	861	369
700	862	367
701	863	366
702	864	365
703	865	364
704	867	362
705	868	361
706	869	360
707	870	359
708	872	357
709	873	356
710	874	355
711	875	354
712	876	352
713	878	351
714	879	350
715	881	349
716	882	348
717	883	347
718	884	345
719	885	344
720	886	343
721	887	341
722	889	340
723	890	339
724	891	338
725	892	336
726	893	335
727	895	334
728	896	333
729	897	331
730	898	330
731	899	329
732	901	328
733	902	326
734	903	325
735	904	324
736	905	323
737	906	321
738	908	320
739	909	319
740	910	318
741	911	316
742	912	315
743	913	314
744	914	313
745	916	311
746	917	310
747	918	309
748	919	308
749	920	306
750	922	305
751	923	304
752	925	303
753	926	302
754	927	300
755	928	299
756	930	298
757	931	297
758	932	296
759	933	294
760	934	293
761	936	292
762	937	291
763	938	289
764	939	288
765	940	287
766	942	286
767	943	284
768	944	283
769	945	282
770	946	281
771	947	279
772	949	278
773	950	277
774	951	276
775	952	274
776	953	273
777	955	272
778	956	271
779	957	270
780	958	268
781	960	267
782	961	266
783	962	265
784	963	263
785	964	262
786	966	261
787	967	260
788	968	258
789	969	257
790	970	256
791	971	255
792	973	254
793	974	252
794	975	251
795	976	250
796	977	249
797	979	247
798	980	246
799	981	245
800	982	244
801	983	242
802	984	241
803	985	240
804	987	239
805	988	237
806	989	236
807	990	235
808	991	234
809	992	232
810	994	231
811	995	230
812	996	229
813	997	227
814	998	226
815	999	225
816	1001	224
817	1002	222
818	1003	221
819	1004	220
820	1005	219
821	1006	218
822	1007	216
823	1009	215
824	1010	214
825	1011	213
826	1012	211
827	1013	210
828	1014	209
829	1015	208
830	1017	206
831	1018	205
832	1019	204
833	1020	203
834	1021	201
835	1022	200
836	1024	199
837	1025	198
838	1026	196
839	1027	195
840	1028	194
841	1029	193
842	1031	192
843	1032	190
844	1033	189
845	1034	188
846	1035	187
847	1036	185
848	1038	184
849	1039	183
850	1040	182
851	1041	180
852	1042	179
853	1043	178
854	1045	177
855	1046	176
856	1047	174
857	1048	173
858	1049	172
859	1050	171
860	1052	169
861	1053	168
862	1054	167
863	1055	166
864	1056	164
865	1058	163
866	1059	162
867	1060	161
868	1061	160
869	1062	158
870	1063	157
871	1064	156
872	1066	155
873	1067	153
874	1068	152
875	1069	151
876	1070	150
877	1071	148
878	1073	147
879	1074	146
880	1075	145
881	1076	144
882	1077	142
883	1078	141
884	1080	140
885	1081	139
886	1082	137
887	1083	136
888	1084	135
889	1085	134
890	1087	133
891	1088	131
892	1089	130
893	1090	129
894	1092	128
895	1093	126
896	1094	125
897	1095	124
898	1096	123
899	1098	122
900	1099	120
901	1100	119
902	1102	118
903	1103	117
904	1104	115
905	1105	114
906	1106	113
907	1108	112
908	1109	111
909	1110	109
910	1111	108
911	1112	107
912	1114	106
913	1115	104
914	1116	103
915	1117	102
916	1118	101
917	1120	100
918	1121	98
919	1122	97
920	1123	96
921	1124	95
922	1125	93
923	1126	92
924	1128	91
925	1129	90
926	1130	89
927	1131	87
928	1132	86
929	1133	85
930	1134	84
931	1136	82
932	1137	81
933	1138	80
934	1139	79
935	1140	78
936	1142	76
937	1143	75
938	1144	74
939	1145	73
940	1146	71
941	1147	70
942	1149	69
943	1150	68
944	1151	67
945	1152	65
946	1153	64
947	1155	63
948	1156	62
949	1157	60
950	1158	59
951	1160	58
952	1161	57
953	1162	56
954	1163	54
955	1164	53
956	1166	52
957	1167	51
958	1168	49
959	1169	48
960	1170	47
961	1171	46
962	1173	45
963	1174	43
964	1175	42
965	1176	41
966	1177	40
967	1179	38
968	1180	37
969	1181	36
970	1182	35
971	1183	34
972	1185	32
973	1186	31
974	1187	30
975	1188	29
976	1189	28
977	1191	26
978	1192	25
979	1193	24
980	1194	23
981	1195	21
982	1197	20
983	1198	19
984	1199	18
985	1200	17
986	1201	15
987	1202	14
988	1204	13
989	1205	12
990	1206	10
991	1207	9
992	1208	8
993	1209	7
994	1211	6
995	1212	4
996	1213	3
997	1214	2
998	1215	1
999	1216	0
