iter	RMSE
553	0.0801411253
554	0.08009602117
555	0.08007018982
556	0.08002723558
557	0.07996193079
558	0.07991477519
559	0.07985387742
560	0.07981828568
561	0.0797507877
562	0.07968760395
563	0.07966368039
564	0.07960486382
565	0.07958722979
566	0.07956348683
567	0.07951564985
568	0.07948977428
569	0.07945468238
570	0.07938959128
571	0.07935885772
572	0.07932476677
573	0.07923154194
574	0.07918906133
575	0.07912682684
576	0.07905013457
577	0.07902678464
578	0.07897044769
579	0.07891392891
580	0.07887468975
581	0.07884605063
582	0.07877777259
583	0.07873367511
584	0.07868742978
585	0.07864838805
586	0.07858626311
587	0.078537185
588	0.07846650968
589	0.07842261605
590	0.07837138842
591	0.07831169921
592	0.07821809933
593	0.0781843756
594	0.0781460969
595	0.07806992054
596	0.07806423455
597	0.07798994462
598	0.07796534214
599	0.07792894609
600	0.07785860561
601	0.07783604697
602	0.07780777948
603	0.07776612908
604	0.07776076547
605	0.07775521979
606	0.0777106699
607	0.07770387768
608	0.07763686622
609	0.07760159553
610	0.07754758001
611	0.07750470918
612	0.07743210334
613	0.07740322142
614	0.07737404043
615	0.07733453472
616	0.07728348299
617	0.07724229281
618	0.07719836411
619	0.07716776154
620	0.07710630146
621	0.07702950418
622	0.07701468919
623	0.07693503453
624	0.07689763489
625	0.07686061121
626	0.0768332341
627	0.07679160647
628	0.07676361292
629	0.07671203409
630	0.07663735997
631	0.07657417155
632	0.07654219844
633	0.07649772939
634	0.07647814576
635	0.07642163784
636	0.07638906178
637	0.07634123006
638	0.076294227
639	0.07623645763
640	0.07622387891
641	0.07614805607
642	0.07614355321
643	0.07609515878
644	0.07606794607
645	0.07602087012
646	0.0759853582
647	0.07593573291
648	0.07592320495
649	0.07587330103
650	0.07581559886
651	0.07578564419
652	0.07573259889
653	0.07568555511
654	0.07562956057
655	0.07557488132
656	0.07552916188
657	0.07551332719
658	0.07546439158
659	0.07543126084
660	0.07537073773
661	0.07535520574
662	0.07530054294
663	0.07525015107
664	0.07522744941
665	0.07521136782
666	0.07516988153
667	0.07510729292
668	0.0750556412
669	0.07503970134
670	0.07497359626
671	0.07493856954
672	0.07488223511
673	0.07483609574
674	0.07480711356
675	0.07478338495
676	0.07472936103
677	0.07466176005
678	0.07460634201
679	0.07455665421
680	0.07452354462
681	0.07449815984
682	0.0744401071
683	0.07442081514
684	0.07441531961
685	0.07438495904
686	0.07436558222
687	0.07434972369
688	0.07431143048
689	0.07426798188
690	0.07421912298
691	0.07417255358
692	0.07416360783
693	0.0741491277
694	0.074108602
695	0.07405887029
696	0.07401415942
697	0.07399236418
698	0.07398441672
699	0.07392993407
700	0.0739008279
701	0.07387025647
702	0.07383184917
703	0.0738069551
704	0.07375044038
705	0.0736852976
706	0.07362828503
707	0.07358227462
708	0.07355310217
709	0.07350247325
710	0.07343519604
711	0.07338891771
712	0.07337073124
713	0.07331501491
714	0.07326915383
715	0.07323271687
716	0.07319621189
717	0.07316103576
718	0.07310544982
719	0.07304506703
720	0.07303433539
721	0.07300135648
722	0.07299598731
723	0.07296706563
724	0.07293677021
725	0.07290040437
726	0.07284664129
727	0.07279535218
728	0.07274047002
729	0.0727051739
730	0.0726699598
731	0.07263365881
732	0.07257365708
733	0.07255764498
734	0.07250201989
735	0.07246928963
736	0.07242706383
737	0.07237900584
738	0.07235143951
739	0.07231712721
740	0.07231150946
741	0.07227714975
742	0.0722467384
743	0.07223421535
744	0.07221467277
745	0.07217555949
746	0.07214700474
747	0.07210746785
748	0.07208912697
749	0.07206214777
750	0.0720431804
751	0.07198847227
752	0.07193374512
753	0.07190124698
754	0.07186289988
755	0.07182228557
756	0.07176995287
757	0.07175424025
758	0.07173729446
759	0.07171037373
760	0.07166939805
761	0.07162371747
762	0.0715837864
763	0.0715645433
764	0.07151495783
765	0.07145555012
766	0.07140336295
767	0.0713795594
768	0.07135838939
769	0.07128941859
770	0.07126641968
771	0.07124637958
772	0.07121579829
773	0.07120191154
774	0.07119094322
775	0.07116320898
776	0.07115362982
777	0.0711378145
778	0.0711018654
779	0.07108978196
780	0.07106781212
781	0.07103680997
782	0.07099329771
783	0.07096153839
784	0.07090612744
785	0.07087916707
786	0.0708589154
787	0.07082976186
788	0.0707896056
789	0.07074351884
790	0.07070703482
791	0.07065796706
792	0.07062068593
793	0.07055343005
794	0.0705087951
795	0.07049468343
796	0.07044015739
797	0.07039421684
798	0.0703647389
799	0.0703600028
800	0.07031781746
801	0.07027354621
802	0.0702347431
803	0.07018498437
804	0.07016706141
805	0.07008722865
806	0.07005515617
807	0.07003064669
808	0.0699869557
809	0.06997544851
810	0.06994762423
811	0.06990083017
812	0.06986491366
813	0.06982133511
814	0.06980319368
815	0.0697722733
816	0.06972561984
817	0.06971371636
818	0.06969481528
819	0.06965997611
820	0.06963799068
821	0.06959290438
822	0.06957210542
823	0.06953049355
824	0.06951598983
825	0.06947304644
826	0.06946993473
827	0.06944180862
828	0.06940457519
829	0.069370799
830	0.06935330034
831	0.069310138
832	0.06925910252
833	0.06922086305
834	0.06920505374
835	0.06916441403
836	0.06912906719
837	0.06910417017
838	0.06907380888
839	0.06904092394
840	0.06901164387
841	0.06896634354
842	0.06892035737
843	0.06890941371
844	0.0688817767
845	0.06880463802
846	0.06876394721
847	0.06871316921
848	0.06867255785
849	0.0686217586
850	0.06859337388
851	0.0685503345
852	0.06852132226
853	0.06846222986
854	0.06843464165
855	0.06840936411
856	0.06837182378
857	0.06833599858
858	0.06833141414
859	0.06831479937
860	0.068271045
861	0.06826886264
862	0.06823281299
863	0.06820015491
864	0.06815311667
865	0.06814670509
866	0.06813840584
867	0.06807570943
868	0.06804703966
869	0.06800411158
870	0.06794206607
871	0.06791532503
872	0.06787938052
873	0.06784664613
874	0.06775713009
875	0.0677156624
876	0.06767662126
877	0.06765259999
878	0.06762399278
879	0.06759569944
880	0.06756222303
881	0.06753587747
882	0.06751235562
883	0.06749074004
884	0.06747208378
885	0.06744515992
886	0.06741170391
887	0.06736350988
888	0.06732688607
889	0.06728743232
890	0.06724624381
891	0.06722396739
892	0.06717608444
893	0.06714711691
894	0.06709381919
895	0.06705198084
896	0.06700636218
897	0.06699852157
898	0.0669540723
899	0.06693158074
900	0.06690285835
901	0.06686766406
902	0.06684525547
903	0.06681539032
904	0.06679558102
905	0.0667690215
906	0.06673757772
907	0.06672106912
908	0.06669412348
909	0.06666370842
910	0.06665174862
911	0.0666316247
912	0.06658653946
913	0.06657153672
914	0.06655012536
915	0.06647028382
916	0.06645088644
917	0.06640400928
918	0.06639509689
919	0.0663762696
920	0.06634284499
921	0.06631766844
922	0.06626487132
923	0.06622963953
924	0.06619336656
925	0.06614192266
926	0.06611624798
927	0.06609361037
928	0.06604982459
929	0.06603063119
930	0.06596618352
931	0.06592349418
932	0.06589167243
933	0.06585819941
934	0.06582845326
935	0.0657981841
936	0.06577017035
937	0.06574866957
938	0.06572450353
939	0.06570076619
940	0.06568798749
941	0.06567786855
942	0.06565646916
943	0.06561629749
944	0.06559775625
945	0.06558373743
946	0.06556343716
947	0.06552720908
948	0.06550795671
949	0.06548452575
950	0.06546276157
951	0.065455101
952	0.06540415196
953	0.06537778175
954	0.06534995599
955	0.06533256559
956	0.06530656326
957	0.06526906768
958	0.06523905144
959	0.06519709576
960	0.06517590849
961	0.06513834993
962	0.06512834968
963	0.06508399331
964	0.06503470132
965	0.06501017726
966	0.06497791145
967	0.06494480887
968	0.06493635715
969	0.06489945728
970	0.06486981276
971	0.06483907561
972	0.06480903413
973	0.06477416442
974	0.06473290613
975	0.06471749886
976	0.0646962589
977	0.06468132124
978	0.06463214523
979	0.0646029888
980	0.06457183835
981	0.06453034265
982	0.06449444782
983	0.06447391304
984	0.06446904358
985	0.06444955593
986	0.06440889567
987	0.06438137776
988	0.06436116338
989	0.06432331184
990	0.06427433085
991	0.06424438844
992	0.06422461999
993	0.0642080425
994	0.06417749414
995	0.06414281235
996	0.06414095473
997	0.06409743815
998	0.06408191165
999	0.06406091136
