iter	RMSE
0	0.3005233574
1	0.2842785337
2	0.2698274514
3	0.2559017262
4	0.2435735262
5	0.2328506475
6	0.2233422599
7	0.215498579
8	0.2087754405
9	0.2011712887
10	0.1946588553
11	0.1898790389
12	0.1843086538
13	0.1790662751
14	0.1743551603
15	0.1701565246
16	0.1663921894
17	0.1629763352
18	0.1593902596
19	0.1563950398
20	0.1530223703
21	0.1498253496
22	0.1476744618
23	0.1460437391
24	0.1444527111
25	0.1431297017
26	0.1413789439
27	0.1400777065
28	0.138351658
29	0.1356298481
30	0.134831778
31	0.1338986526
32	0.1322268294
33	0.131607541
34	0.1303033518
35	0.129501965
36	0.1289523634
37	0.1282377946
38	0.1276396519
39	0.1270065719
40	0.1260532017
41	0.1251283699
42	0.1246021727
43	0.1238803973
44	0.122894213
45	0.1222749282
46	0.1218700045
47	0.1216122273
48	0.1209114043
49	0.11881154
50	0.118291465
51	0.1178162764
52	0.1175843415
53	0.1172867791
54	0.116448559
55	0.1160758021
56	0.1153801133
57	0.1151886995
58	0.1148518008
59	0.1145259917
60	0.1144247034
61	0.1141374195
62	0.1139024653
63	0.1133961008
64	0.1128020813
65	0.1122923406
66	0.112058281
67	0.1119285063
68	0.1113125618
69	0.1108474466
70	0.1106891074
71	0.1106605739
72	0.1104499788
73	0.1102034699
74	0.1100464182
75	0.1099056462
76	0.1095115088
77	0.1094000425
78	0.1090611512
79	0.1088938712
80	0.1083470478
81	0.1078821217
82	0.1074950485
83	0.1071117955
84	0.1065635736
85	0.10626329
86	0.1060365328
87	0.1055421529
88	0.1052530458
89	0.1050958115
90	0.1050082177
91	0.1049104315
92	0.1048385177
93	0.1042048823
94	0.1029053815
95	0.1027962543
96	0.1022311519
97	0.1016020688
98	0.1015243945
99	0.101007851
100	0.1006365497
101	0.100251237
102	0.1000468464
103	0.0999749965
104	0.09978186627
105	0.0995972332
106	0.0994372241
107	0.09931044809
108	0.09926174843
109	0.09897377755
110	0.09845423704
111	0.09830805776
112	0.09813608693
113	0.09765978078
114	0.09745814444
115	0.09719503809
116	0.09707304398
117	0.09706476307
118	0.09660181792
119	0.09645787727
120	0.09575352176
121	0.09555072302
122	0.09547735442
123	0.09516789997
124	0.09456451133
125	0.09441528532
126	0.09440813782
127	0.09425164544
128	0.09389633576
129	0.09376154457
130	0.09339436824
131	0.09303312895
132	0.09272862859
133	0.0924216898
134	0.0924118424
135	0.09208772765
136	0.09173887466
137	0.09136532889
138	0.09095221565
139	0.09086067419
140	0.09084447713
141	0.09083732784
142	0.09069564559
143	0.09056705113
144	0.09056032016
145	0.09055269497
146	0.09047602458
147	0.08996464448
148	0.08983328589
149	0.08898565925
150	0.0889057152
151	0.08890219833
152	0.08872920925
153	0.08853670097
154	0.08817612015
155	0.08791444808
156	0.08784029114
157	0.08740968289
158	0.08734658051
159	0.08724013147
160	0.08695850155
161	0.0869486314
162	0.08685633282
163	0.08673035179
164	0.08644767619
165	0.08620127064
166	0.08594747738
167	0.08593660864
168	0.08575556059
169	0.08548070646
170	0.08533767414
171	0.08494285776
172	0.08493474467
173	0.08492757709
174	0.08483420124
175	0.08477027994
176	0.08468146116
177	0.08462281214
178	0.08435850673
179	0.08423383954
180	0.08422639582
181	0.08403769628
182	0.0836105876
183	0.08357309409
184	0.08349944504
185	0.08328381536
186	0.08324294763
187	0.08322239415
188	0.08313081687
189	0.08312794213
190	0.08307601681
191	0.08282224086
192	0.08278127655
193	0.08259457197
194	0.08258794773
195	0.08232061134
196	0.08198053378
197	0.08190355583
198	0.08172530589
199	0.08163303423
200	0.08163057231
201	0.08135925412
202	0.0811281073
203	0.08079300326
204	0.08049733235
205	0.08021628156
206	0.08000761944
