iter	RMSE
207	0.07987805073
208	0.07983881612
209	0.07983429897
210	0.07982570069
211	0.07973751368
212	0.07968466858
213	0.07968164153
214	0.07965969091
215	0.0794012501
216	0.07933201988
217	0.07926311022
218	0.07912303406
219	0.07899902651
220	0.07883481002
221	0.07866195093
222	0.07849695068
223	0.0784858633
224	0.07832308771
225	0.07794578753
226	0.07788693746
227	0.07785277915
228	0.0777833473
229	0.07750971637
230	0.07735360049
231	0.07725497899
232	0.07715795291
233	0.07697011641
234	0.07690735672
235	0.07685882761
236	0.07655609422
237	0.07649709053
238	0.0763335198
239	0.07615072422
240	0.07594146328
241	0.07576389852
242	0.07561171451
243	0.07551593674
244	0.07543303641
245	0.07535704013
246	0.07518592716
247	0.07502222676
248	0.07495708487
249	0.07479367751
250	0.07465053383
251	0.07454702773
252	0.07449419593
253	0.07444734979
254	0.07419505574
255	0.07407459831
256	0.07400060939
257	0.07384562413
258	0.07378441088
259	0.0736387367
260	0.07353725131
261	0.07342910965
262	0.07321412417
263	0.07307920185
264	0.07276189374
265	0.07276034447
266	0.07275381939
267	0.07247455212
268	0.07240008045
269	0.07236324401
270	0.07231045439
271	0.07202039657
272	0.07201601482
273	0.07201133761
274	0.07185004351
275	0.07177567614
276	0.07167025989
277	0.07159934404
278	0.07154333471
279	0.07150066103
280	0.0714077678
281	0.07134911536
282	0.07128380872
283	0.0711820754
284	0.07099222929
285	0.07085731262
286	0.07082638098
287	0.07070248908
288	0.07069822324
289	0.07061740352
290	0.07055063283
291	0.07043066692
292	0.07026810221
293	0.07014652892
294	0.07000405499
295	0.06995367961
296	0.06983029387
297	0.06974423815
298	0.06958603026
299	0.06956541985
300	0.0695627076
301	0.06950741407
302	0.0694972788
303	0.06935957687
304	0.06935560078
305	0.06922519111
306	0.06921836236
307	0.0691135109
308	0.06905835846
309	0.06885109104
310	0.06875697891
311	0.06875169549
312	0.06874975081
313	0.06871004235
314	0.06858366225
315	0.06849884533
316	0.06838513813
317	0.06833432878
318	0.06824756397
319	0.06815907119
320	0.06813373714
321	0.06797974163
322	0.06791565607
323	0.06766381334
324	0.06762368889
325	0.06752992642
326	0.06752568176
327	0.06735733137
328	0.06731922635
329	0.0671071238
330	0.06709941196
331	0.06704033304
332	0.06681545788
333	0.066674356
334	0.06657691288
335	0.0664365326
336	0.06643432869
337	0.06637457862
338	0.06630139565
339	0.06623966546
340	0.06612794533
341	0.06607360521
342	0.06598569384
343	0.06596114643
344	0.06583946096
345	0.06577063149
346	0.06564672037
347	0.06556932953
348	0.06548701095
349	0.06539899591
350	0.06528580032
351	0.06528232439
352	0.06515026465
353	0.06508665904
354	0.06496589224
355	0.06489520423
356	0.06486185381
357	0.06478047018
358	0.0647323788
359	0.06472868202
360	0.06443045775
361	0.0643318234
362	0.06405118802
363	0.06390199146
364	0.06379789687
365	0.06362135991
366	0.06359143853
367	0.06351505459
368	0.06342253682
369	0.06335107082
370	0.06334687449
371	0.06321924936
372	0.06319751187
373	0.06319668863
374	0.06315532758
375	0.06307369158
376	0.06298497581
377	0.06289828427
378	0.06283115096
379	0.06277909662
380	0.06260353463
381	0.06249353425
382	0.06244039969
383	0.06237846501
384	0.06216248227
385	0.06207916478
386	0.06202614996
387	0.06194445887
388	0.06186437044
389	0.06169570255
390	0.06163280076
391	0.06157594009
392	0.06149919079
393	0.06133684159
394	0.06114761502
395	0.06105276835
396	0.061039161
397	0.06090565817
398	0.0608270257
399	0.06070657042
400	0.06068679977
401	0.06068529888
402	0.06063340456
403	0.06053413918
404	0.06051403015
405	0.06043544085
406	0.06040985126
407	0.06040740303
408	0.06034604776
409	0.06025436346
410	0.06016720957
411	0.06010875573
412	0.06000788193
413	0.05993642847
414	0.05987467364
415	0.05974718147
416	0.05965911504
417	0.05960321019
418	0.05955760004
419	0.05946573041
420	0.05943269799
421	0.05937456433
422	0.05927170156
423	0.05914967722
424	0.0591106916
425	0.05900712746
426	0.05893637956
427	0.05888327965
428	0.0588678463
429	0.05883495474
430	0.0587250841
431	0.05864583759
432	0.05860307694
433	0.05852132517
434	0.05848558364
435	0.05845533139
436	0.05845083294
437	0.05838057541
438	0.05834436693
439	0.05829955028
440	0.05829434702
441	0.05825586753
442	0.05817459787
443	0.05812242227
444	0.05803086358
445	0.05795029047
446	0.05780520967
447	0.05773794319
448	0.05767245584
449	0.05756271555
450	0.05747504885
451	0.05742867742
452	0.0573969584
453	0.05738056727
454	0.05733215544
455	0.0572236953
456	0.05713508001
457	0.05708170069
458	0.05705103333
459	0.05695380979
460	0.05690255129
461	0.05686185695
462	0.05676878079
463	0.05672855939
464	0.05667403261
465	0.05664499987
466	0.05660590822
467	0.05653157023
468	0.05648228126
469	0.05637673649
470	0.05636012784
471	0.05621641857
472	0.05614324552
473	0.05610871977
474	0.05607079402
475	0.05595218228
476	0.05590901895
477	0.05562796697
478	0.05555958808
479	0.05551381665
480	0.05544990985
481	0.05538517012
482	0.05538266724
483	0.05536471894
484	0.05522603043
485	0.05521294645
486	0.05516790197
487	0.05514858499
488	0.05514244311
489	0.05505289272
490	0.05498930858
491	0.05492744114
492	0.05482999765
493	0.05479262181
494	0.05472297127
495	0.05468808832
496	0.05459014476
497	0.05443759823
498	0.05438955332
499	0.05436729342
